file_id,num_sent,word_count,count_the,count_this,count_that,count_these,count_those,count_a,count_an,count_one,freq_the,freq_this,freq_that,freq_these,freq_those,freq_a,freq_an,freq_one
pmed.0010071,34,799,56,8,23,2,1,13,1,1,0.07008760951188986,0.010012515644555695,0.028785982478097622,0.0025031289111389237,0.0012515644555694619,0.016270337922403004,0.0012515644555694619,0.0012515644555694619
pmed.0020002,62,1443,91,9,9,3,1,28,3,2,0.06306306306306306,0.006237006237006237,0.006237006237006237,0.002079002079002079,0.000693000693000693,0.019404019404019403,0.002079002079002079,0.001386001386001386
pmed.0020005,49,1253,80,7,19,4,1,14,4,3,0.06384676775738228,0.00558659217877095,0.015163607342378291,0.0031923383878691143,0.0007980845969672786,0.0111731843575419,0.0031923383878691143,0.0023942537909018356
pmed.0020007,64,1457,49,2,28,2,4,16,2,3,0.033630748112560054,0.0013726835964310226,0.019217570350034317,0.0013726835964310226,0.002745367192862045,0.01098146877144818,0.0013726835964310226,0.002059025394646534
pmed.0020009,97,2282,149,9,41,8,2,38,18,4,0.06529360210341806,0.003943908851884312,0.01796669588080631,0.0035056967572304996,0.0008764241893076249,0.016652059596844872,0.007887817703768623,0.0017528483786152498
pmed.0020015,95,3178,181,18,67,17,8,42,9,10,0.056954059156702326,0.005663939584644431,0.021082441787287604,0.005349276274386407,0.0025173064820641915,0.013215859030837005,0.0028319697923222154,0.0031466331025802393
pmed.0020016,120,3622,195,11,39,7,9,50,15,2,0.05383765875207068,0.003036996134732192,0.010767531750414136,0.001932633903920486,0.002484815019326339,0.013804527885146328,0.0041413583655438985,0.0005521811154058532
pmed.0020017,63,1543,43,12,11,12,0,17,1,0,0.027867790019442645,0.007777057679844459,0.007128969539857421,0.007777057679844459,0.0,0.01101749837977965,0.0006480881399870382,0.0
pmed.0020018,194,4815,240,25,62,14,3,70,13,7,0.04984423676012461,0.005192107995846314,0.012876427829698858,0.0029075804776739354,0.0006230529595015577,0.014537902388369679,0.0026998961578400833,0.0014537902388369677
pmed.0020019,21,442,23,0,1,0,0,8,3,0,0.05203619909502263,0.0,0.0022624434389140274,0.0,0.0,0.01809954751131222,0.006787330316742082,0.0
pmed.0020020,18,491,27,4,7,1,0,4,2,1,0.054989816700611,0.008146639511201629,0.014256619144602852,0.002036659877800407,0.0,0.008146639511201629,0.004073319755600814,0.002036659877800407
pmed.0020021,17,383,10,2,10,2,0,6,0,0,0.02610966057441253,0.005221932114882507,0.02610966057441253,0.005221932114882507,0.0,0.015665796344647518,0.0,0.0
pmed.0020022,17,389,19,3,12,2,1,8,2,0,0.04884318766066838,0.007712082262210797,0.030848329048843187,0.005141388174807198,0.002570694087403599,0.02056555269922879,0.005141388174807198,0.0
pmed.0020023,18,527,33,4,9,3,2,9,3,4,0.06261859582542695,0.007590132827324478,0.017077798861480076,0.0056925996204933585,0.003795066413662239,0.017077798861480076,0.0056925996204933585,0.007590132827324478
pmed.0020024,14,409,38,4,8,3,0,14,3,2,0.09290953545232274,0.009779951100244499,0.019559902200488997,0.007334963325183374,0.0,0.034229828850855744,0.007334963325183374,0.004889975550122249
pmed.0020027,12,307,11,0,5,2,0,1,3,0,0.035830618892508145,0.0,0.016286644951140065,0.006514657980456026,0.0,0.003257328990228013,0.009771986970684038,0.0
pmed.0020028,14,289,9,0,2,1,1,2,3,0,0.031141868512110725,0.0,0.006920415224913495,0.0034602076124567475,0.0034602076124567475,0.006920415224913495,0.010380622837370242,0.0
pmed.0020033,55,1196,65,3,31,9,0,14,4,0,0.05434782608695652,0.002508361204013378,0.025919732441471572,0.007525083612040134,0.0,0.011705685618729096,0.0033444816053511705,0.0
pmed.0020034,123,2879,153,19,58,9,3,51,14,1,0.05314345258770407,0.006599513720041681,0.020145883987495658,0.003126085446335533,0.0010420284821118443,0.017714484195901353,0.004862799583188607,0.0003473428273706148
pmed.0020035,28,837,50,3,15,2,0,23,6,3,0.05973715651135006,0.0035842293906810036,0.017921146953405017,0.0023894862604540022,0.0,0.027479091995221028,0.007168458781362007,0.0035842293906810036
pmed.0020036,41,884,61,8,16,2,0,20,5,2,0.06900452488687783,0.00904977375565611,0.01809954751131222,0.0022624434389140274,0.0,0.02262443438914027,0.005656108597285068,0.0022624434389140274
pmed.0020039,82,1800,101,4,11,6,6,24,6,2,0.05611111111111111,0.0022222222222222222,0.006111111111111111,0.0033333333333333335,0.0033333333333333335,0.013333333333333334,0.0033333333333333335,0.0011111111111111111
pmed.0020040,123,2382,80,17,6,3,0,53,19,2,0.033585222502099076,0.007136859781696054,0.0025188916876574307,0.0012594458438287153,0.0,0.02225020990764064,0.00797649034424853,0.0008396305625524769
pmed.0020045,170,4522,85,8,36,14,0,34,5,0,0.018796992481203006,0.0017691287041132243,0.00796107916850951,0.0030959752321981426,0.0,0.007518796992481203,0.0011057054400707652,0.0
pmed.0020047,24,550,39,5,6,2,1,7,0,0,0.07090909090909091,0.00909090909090909,0.01090909090909091,0.0036363636363636364,0.0018181818181818182,0.012727272727272728,0.0,0.0
pmed.0020048,8,190,11,0,2,0,0,4,0,0,0.05789473684210526,0.0,0.010526315789473684,0.0,0.0,0.021052631578947368,0.0,0.0
pmed.0020050,136,4103,245,18,68,8,1,57,28,4,0.05971240555690958,0.004387033877650499,0.01657323909334633,0.0019497928345113332,0.00024372410431391665,0.01389227394589325,0.006824274920789666,0.0009748964172556666
pmed.0020055,23,849,40,3,16,2,1,18,2,1,0.04711425206124853,0.0035335689045936395,0.01884570082449941,0.002355712603062426,0.001177856301531213,0.02120141342756184,0.002355712603062426,0.001177856301531213
pmed.0020059,187,5141,352,35,72,18,3,97,19,22,0.06846916942229138,0.006808014005057382,0.014005057381832327,0.003501264345458082,0.000583544057576347,0.018867924528301886,0.0036957790313168646,0.004279323088893211
pmed.0020060,83,1762,89,3,17,0,2,43,4,1,0.05051078320090806,0.00170261066969353,0.009648127128263337,0.0,0.0011350737797956867,0.024404086265607264,0.0022701475595913734,0.0005675368898978433
pmed.0020061,107,2752,105,6,36,15,5,30,12,6,0.03815406976744186,0.002180232558139535,0.01308139534883721,0.005450581395348837,0.001816860465116279,0.010901162790697675,0.00436046511627907,0.002180232558139535
pmed.0020062,53,1590,96,3,14,7,4,35,3,2,0.06037735849056604,0.0018867924528301887,0.00880503144654088,0.00440251572327044,0.0025157232704402514,0.0220125786163522,0.0018867924528301887,0.0012578616352201257
pmed.0020065,20,533,33,0,1,1,1,10,4,0,0.06191369606003752,0.0,0.001876172607879925,0.001876172607879925,0.001876172607879925,0.01876172607879925,0.0075046904315197,0.0
pmed.0020067,66,1702,105,5,10,1,3,24,5,2,0.06169212690951821,0.002937720329024677,0.005875440658049354,0.0005875440658049354,0.0017626321974148062,0.01410105757931845,0.002937720329024677,0.0011750881316098707
pmed.0020068,67,2086,86,10,36,5,0,38,5,2,0.04122722914669223,0.004793863854266539,0.01725790987535954,0.0023969319271332696,0.0,0.01821668264621285,0.0023969319271332696,0.0009587727708533077
pmed.0020071,59,1445,53,3,29,3,1,28,2,0,0.03667820069204152,0.0020761245674740486,0.020069204152249134,0.0020761245674740486,0.0006920415224913495,0.019377162629757784,0.001384083044982699,0.0
pmed.0020073,213,5615,280,41,50,29,2,71,26,4,0.04986642920747997,0.00730186999109528,0.008904719501335707,0.005164737310774711,0.00035618878005342833,0.012644701691896706,0.004630454140694568,0.0007123775601068567
pmed.0020074,18,408,22,1,4,1,1,5,2,3,0.05392156862745098,0.0024509803921568627,0.00980392156862745,0.0024509803921568627,0.0024509803921568627,0.012254901960784314,0.004901960784313725,0.007352941176470588
pmed.0020075,47,1239,45,6,24,7,1,11,1,2,0.03631961259079903,0.004842615012106538,0.01937046004842615,0.005649717514124294,0.0008071025020177562,0.00887812752219532,0.0008071025020177562,0.0016142050040355124
pmed.0020082,9,227,19,2,7,1,2,2,0,1,0.08370044052863436,0.00881057268722467,0.030837004405286344,0.004405286343612335,0.00881057268722467,0.00881057268722467,0.0,0.004405286343612335
pmed.0020085,14,319,13,1,6,1,1,1,4,0,0.04075235109717868,0.003134796238244514,0.018808777429467086,0.003134796238244514,0.003134796238244514,0.003134796238244514,0.012539184952978056,0.0
pmed.0020086,13,277,12,0,7,0,2,2,0,0,0.04332129963898917,0.0,0.02527075812274368,0.0,0.007220216606498195,0.007220216606498195,0.0,0.0
pmed.0020088,40,840,45,3,12,3,0,20,7,1,0.05357142857142857,0.0035714285714285713,0.014285714285714285,0.0035714285714285713,0.0,0.023809523809523808,0.008333333333333333,0.0011904761904761906
pmed.0020090,17,509,30,3,7,0,2,4,1,1,0.05893909626719057,0.005893909626719057,0.0137524557956778,0.0,0.003929273084479371,0.007858546168958742,0.0019646365422396855,0.0019646365422396855
pmed.0020091,16,493,32,8,11,4,0,14,0,4,0.06490872210953347,0.016227180527383367,0.02231237322515213,0.008113590263691683,0.0,0.028397565922920892,0.0,0.008113590263691683
pmed.0020094,18,443,22,3,9,0,1,7,5,1,0.04966139954853273,0.006772009029345372,0.020316027088036117,0.0,0.002257336343115124,0.01580135440180587,0.011286681715575621,0.002257336343115124
pmed.0020098,50,1150,61,3,14,4,3,18,7,0,0.05304347826086957,0.0026086956521739132,0.01217391304347826,0.0034782608695652175,0.0026086956521739132,0.01565217391304348,0.00608695652173913,0.0
pmed.0020099,50,1170,81,10,14,5,3,21,2,2,0.06923076923076923,0.008547008547008548,0.011965811965811967,0.004273504273504274,0.002564102564102564,0.017948717948717947,0.0017094017094017094,0.0017094017094017094
pmed.0020102,54,1558,75,3,16,3,2,39,5,1,0.04813863928112965,0.0019255455712451862,0.010269576379974325,0.0019255455712451862,0.0012836970474967907,0.02503209242618742,0.003209242618741977,0.0006418485237483953
pmed.0020103,186,5058,91,9,53,23,1,54,16,2,0.017991300909450374,0.0017793594306049821,0.01047844998022934,0.004547251878212732,0.00019770660340055358,0.010676156583629894,0.0031633056544088573,0.00039541320680110717
pmed.0020104,29,877,39,6,14,9,3,7,5,0,0.04446978335233751,0.0068415051311288486,0.01596351197263398,0.010262257696693273,0.0034207525655644243,0.00798175598631699,0.005701254275940707,0.0
pmed.0020113,23,529,20,2,8,1,0,13,1,1,0.03780718336483932,0.003780718336483932,0.015122873345935728,0.001890359168241966,0.0,0.024574669187145556,0.001890359168241966,0.001890359168241966
pmed.0020114,19,479,26,3,4,2,0,7,1,4,0.054279749478079335,0.006263048016701462,0.008350730688935281,0.0041753653444676405,0.0,0.014613778705636743,0.0020876826722338203,0.008350730688935281
pmed.0020115,17,506,25,6,5,0,0,8,2,1,0.04940711462450593,0.011857707509881422,0.009881422924901186,0.0,0.0,0.015810276679841896,0.003952569169960474,0.001976284584980237
pmed.0020116,18,465,31,2,3,3,2,11,2,1,0.06666666666666667,0.004301075268817204,0.0064516129032258064,0.0064516129032258064,0.004301075268817204,0.023655913978494623,0.004301075268817204,0.002150537634408602
pmed.0020117,14,471,22,1,11,2,1,6,0,4,0.04670912951167728,0.0021231422505307855,0.02335456475583864,0.004246284501061571,0.0021231422505307855,0.012738853503184714,0.0,0.008492569002123142
pmed.0020118,27,807,63,6,12,2,3,7,3,4,0.07806691449814127,0.007434944237918215,0.01486988847583643,0.0024783147459727386,0.0037174721189591076,0.008674101610904586,0.0037174721189591076,0.004956629491945477
pmed.0020120,11,198,20,2,3,0,0,0,3,0,0.10101010101010101,0.010101010101010102,0.015151515151515152,0.0,0.0,0.0,0.015151515151515152,0.0
pmed.0020123,132,3295,123,5,25,7,1,41,8,1,0.03732928679817906,0.0015174506828528073,0.007587253414264037,0.0021244309559939304,0.00030349013657056146,0.012443095599393019,0.0024279210925644916,0.00030349013657056146
pmed.0020140,129,2784,118,22,16,8,3,47,14,3,0.042385057471264365,0.007902298850574713,0.005747126436781609,0.0028735632183908046,0.0010775862068965517,0.016882183908045977,0.005028735632183908,0.0010775862068965517
pmed.0020144,30,782,50,11,12,3,0,16,8,2,0.0639386189258312,0.014066496163682864,0.015345268542199489,0.0038363171355498722,0.0,0.020460358056265986,0.010230179028132993,0.0025575447570332483
pmed.0020145,14,352,14,2,7,1,2,6,1,0,0.03977272727272727,0.005681818181818182,0.019886363636363636,0.002840909090909091,0.005681818181818182,0.017045454545454544,0.002840909090909091,0.0
pmed.0020146,13,531,37,3,12,1,1,18,1,1,0.0696798493408663,0.005649717514124294,0.022598870056497175,0.0018832391713747645,0.0018832391713747645,0.03389830508474576,0.0018832391713747645,0.0018832391713747645
pmed.0020148,18,483,21,2,2,1,1,10,2,1,0.043478260869565216,0.004140786749482402,0.004140786749482402,0.002070393374741201,0.002070393374741201,0.020703933747412008,0.004140786749482402,0.002070393374741201
pmed.0020149,19,523,21,0,5,1,2,7,3,1,0.040152963671128104,0.0,0.009560229445506692,0.0019120458891013384,0.0038240917782026767,0.01338432122370937,0.0057361376673040155,0.0019120458891013384
pmed.0020150,19,529,23,2,14,0,0,5,2,1,0.043478260869565216,0.003780718336483932,0.026465028355387523,0.0,0.0,0.00945179584120983,0.003780718336483932,0.001890359168241966
pmed.0020155,33,988,63,2,25,5,0,17,3,0,0.06376518218623482,0.0020242914979757085,0.025303643724696356,0.005060728744939271,0.0,0.01720647773279352,0.003036437246963563,0.0
pmed.0020157,7,198,8,3,2,0,0,6,0,0,0.04040404040404041,0.015151515151515152,0.010101010101010102,0.0,0.0,0.030303030303030304,0.0,0.0
pmed.0020158,29,804,42,4,13,5,0,21,10,2,0.05223880597014925,0.004975124378109453,0.01616915422885572,0.006218905472636816,0.0,0.026119402985074626,0.012437810945273632,0.0024875621890547263
pmed.0020160,159,3571,124,17,23,2,5,45,10,3,0.034724166900028004,0.004760571268552226,0.00644077289274713,0.0005600672080649678,0.0014001680201624195,0.012601512181461775,0.002800336040324839,0.0008401008120974517
pmed.0020161,103,2456,92,8,10,11,3,26,4,3,0.03745928338762215,0.003257328990228013,0.004071661237785016,0.004478827361563518,0.0012214983713355048,0.010586319218241042,0.0016286644951140066,0.0012214983713355048
pmed.0020162,94,3455,161,7,16,9,3,39,3,8,0.046599131693198265,0.0020260492040520984,0.004630969609261939,0.0026049204052098407,0.0008683068017366136,0.011287988422575976,0.0008683068017366136,0.0023154848046309695
pmed.0020180,43,1002,55,3,13,8,0,15,3,1,0.054890219560878244,0.0029940119760479044,0.012974051896207584,0.007984031936127744,0.0,0.014970059880239521,0.0029940119760479044,0.000998003992015968
pmed.0020181,44,978,55,12,12,6,1,18,5,0,0.05623721881390593,0.012269938650306749,0.012269938650306749,0.006134969325153374,0.0010224948875255625,0.018404907975460124,0.005112474437627812,0.0
pmed.0020182,181,4786,241,16,25,9,1,120,9,12,0.0503552026744672,0.003343083994985374,0.005223568742164647,0.0018804847471792729,0.0002089427496865859,0.025073129962390306,0.0018804847471792729,0.0025073129962390303
pmed.0020187,30,684,44,9,8,2,0,9,1,4,0.06432748538011696,0.013157894736842105,0.011695906432748537,0.0029239766081871343,0.0,0.013157894736842105,0.0014619883040935672,0.005847953216374269
pmed.0020189,23,517,17,0,9,0,2,10,2,0,0.03288201160541586,0.0,0.017408123791102514,0.0,0.0038684719535783366,0.019342359767891684,0.0038684719535783366,0.0
pmed.0020191,6,108,4,1,2,0,0,1,0,0,0.037037037037037035,0.009259259259259259,0.018518518518518517,0.0,0.0,0.009259259259259259,0.0,0.0
pmed.0020192,7,144,5,2,7,0,0,2,1,1,0.034722222222222224,0.013888888888888888,0.04861111111111111,0.0,0.0,0.013888888888888888,0.006944444444444444,0.006944444444444444
pmed.0020194,25,723,46,6,19,3,0,9,0,2,0.0636237897648686,0.008298755186721992,0.02627939142461964,0.004149377593360996,0.0,0.012448132780082987,0.0,0.0027662517289073307
pmed.0020195,13,384,17,0,3,3,0,6,1,3,0.044270833333333336,0.0,0.0078125,0.0078125,0.0,0.015625,0.0026041666666666665,0.0078125
pmed.0020196,21,519,22,2,2,2,1,15,3,0,0.04238921001926782,0.0038535645472061657,0.0038535645472061657,0.0038535645472061657,0.0019267822736030828,0.028901734104046242,0.005780346820809248,0.0
pmed.0020197,36,749,36,10,6,0,0,19,1,1,0.04806408544726302,0.01335113484646195,0.00801068090787717,0.0,0.0,0.025367156208277702,0.0013351134846461949,0.0013351134846461949
pmed.0020198,22,586,26,4,11,3,0,5,2,2,0.04436860068259386,0.006825938566552901,0.01877133105802048,0.005119453924914676,0.0,0.008532423208191127,0.0034129692832764505,0.0034129692832764505
pmed.0020200,21,564,28,6,10,5,3,8,3,1,0.04964539007092199,0.010638297872340425,0.01773049645390071,0.008865248226950355,0.005319148936170213,0.014184397163120567,0.005319148936170213,0.0017730496453900709
pmed.0020201,20,542,34,2,6,8,0,6,1,2,0.06273062730627306,0.0036900369003690036,0.01107011070110701,0.014760147601476014,0.0,0.01107011070110701,0.0018450184501845018,0.0036900369003690036
pmed.0020203,29,745,31,8,10,2,0,24,1,1,0.04161073825503356,0.010738255033557046,0.013422818791946308,0.0026845637583892616,0.0,0.032214765100671144,0.0013422818791946308,0.0013422818791946308
pmed.0020206,75,2136,91,10,40,12,2,32,17,2,0.04260299625468165,0.0046816479400749065,0.018726591760299626,0.0056179775280898875,0.0009363295880149813,0.0149812734082397,0.007958801498127341,0.0009363295880149813
pmed.0020208,33,898,66,1,19,9,2,11,4,2,0.07349665924276169,0.0011135857461024498,0.021158129175946547,0.01002227171492205,0.0022271714922048997,0.012249443207126948,0.004454342984409799,0.0022271714922048997
pmed.0020209,70,2617,161,13,50,13,3,54,13,5,0.061520825372564,0.004967520061138708,0.019105846388995033,0.004967520061138708,0.0011463507833397019,0.020634314100114636,0.004967520061138708,0.0019105846388995033
pmed.0020210,55,1371,74,15,13,7,2,30,12,3,0.05397520058351568,0.010940919037199124,0.009482129832239242,0.005105762217359592,0.0014587892049598833,0.02188183807439825,0.0087527352297593,0.002188183807439825
pmed.0020212,84,2021,111,12,26,17,0,38,5,3,0.05492330529440871,0.005937654626422563,0.012864918357248886,0.008411677387431964,0.0,0.01880257298367145,0.002474022761009401,0.0014844136566056407
pmed.0020216,121,2883,159,9,28,8,5,43,3,6,0.055150884495317375,0.003121748178980229,0.009712105445716268,0.002774887270204648,0.001734304543877905,0.014915019077349982,0.001040582726326743,0.002081165452653486
pmed.0020226,4,113,0,1,4,0,0,0,2,0,0.0,0.008849557522123894,0.035398230088495575,0.0,0.0,0.0,0.017699115044247787,0.0
pmed.0020231,47,1143,48,7,22,6,0,19,2,1,0.04199475065616798,0.006124234470691163,0.019247594050743656,0.005249343832020997,0.0,0.016622922134733157,0.0017497812773403325,0.0008748906386701663
pmed.0020232,92,2115,136,9,18,4,2,29,5,8,0.06430260047281323,0.00425531914893617,0.00851063829787234,0.0018912529550827422,0.0009456264775413711,0.013711583924349883,0.002364066193853428,0.0037825059101654845
pmed.0020235,24,647,38,1,7,2,1,10,1,0,0.05873261205564142,0.0015455950540958269,0.010819165378670788,0.0030911901081916537,0.0015455950540958269,0.015455950540958269,0.0015455950540958269,0.0
pmed.0020236,26,631,32,7,4,3,0,8,2,1,0.05071315372424723,0.011093502377179081,0.006339144215530904,0.004754358161648178,0.0,0.012678288431061807,0.003169572107765452,0.001584786053882726
pmed.0020237,20,541,27,3,11,5,0,14,3,0,0.04990757855822551,0.005545286506469501,0.02033271719038817,0.009242144177449169,0.0,0.025878003696857672,0.005545286506469501,0.0
pmed.0020238,20,587,30,4,12,0,0,12,1,1,0.05110732538330494,0.0068143100511073255,0.020442930153321975,0.0,0.0,0.020442930153321975,0.0017035775127768314,0.0017035775127768314
pmed.0020239,22,636,39,5,14,3,0,9,4,0,0.06132075471698113,0.007861635220125786,0.0220125786163522,0.0047169811320754715,0.0,0.014150943396226415,0.006289308176100629,0.0
pmed.0020242,27,698,28,5,14,2,0,18,5,3,0.04011461318051576,0.0071633237822349575,0.02005730659025788,0.0028653295128939827,0.0,0.025787965616045846,0.0071633237822349575,0.004297994269340974
pmed.0020246,170,5029,251,25,80,24,8,70,11,5,0.04991051898985882,0.00497116723006562,0.015907735136209984,0.004772320540862995,0.0015907735136209981,0.013919268244183734,0.0021873135812288725,0.000994233446013124
pmed.0020247,71,1676,85,10,14,3,2,29,13,2,0.05071599045346062,0.0059665871121718375,0.008353221957040573,0.0017899761336515514,0.0011933174224343676,0.017303102625298328,0.007756563245823389,0.0011933174224343676
pmed.0020249,180,4898,366,28,75,14,0,81,20,9,0.07472437729685585,0.0057166190281747655,0.015312372396896692,0.0028583095140873828,0.0,0.016537362188648427,0.004083299305839118,0.0018374846876276032
pmed.0020257,30,614,19,3,10,1,2,14,3,1,0.030944625407166124,0.004885993485342019,0.016286644951140065,0.0016286644951140066,0.003257328990228013,0.02280130293159609,0.004885993485342019,0.0016286644951140066
pmed.0020258,15,472,23,1,6,2,0,11,3,2,0.048728813559322036,0.00211864406779661,0.012711864406779662,0.00423728813559322,0.0,0.023305084745762712,0.006355932203389831,0.00423728813559322
pmed.0020268,21,554,41,6,10,4,0,8,0,0,0.0740072202166065,0.010830324909747292,0.018050541516245487,0.007220216606498195,0.0,0.01444043321299639,0.0,0.0
pmed.0020272,44,892,44,4,21,1,1,12,4,2,0.04932735426008968,0.004484304932735426,0.023542600896860985,0.0011210762331838565,0.0011210762331838565,0.013452914798206279,0.004484304932735426,0.002242152466367713
pmed.0020273,23,598,28,4,9,3,0,9,6,3,0.046822742474916385,0.006688963210702341,0.015050167224080268,0.005016722408026756,0.0,0.015050167224080268,0.010033444816053512,0.005016722408026756
pmed.0020274,20,493,25,3,6,4,0,9,1,1,0.05070993914807302,0.006085192697768763,0.012170385395537525,0.008113590263691683,0.0,0.018255578093306288,0.002028397565922921,0.002028397565922921
pmed.0020275,27,570,29,3,4,2,1,10,2,3,0.05087719298245614,0.005263157894736842,0.007017543859649123,0.0035087719298245615,0.0017543859649122807,0.017543859649122806,0.0035087719298245615,0.005263157894736842
pmed.0020278,11,372,13,1,9,0,2,7,4,1,0.03494623655913978,0.002688172043010753,0.024193548387096774,0.0,0.005376344086021506,0.01881720430107527,0.010752688172043012,0.002688172043010753
pmed.0020281,13,387,24,1,7,1,1,10,0,2,0.06201550387596899,0.002583979328165375,0.01808785529715762,0.002583979328165375,0.002583979328165375,0.025839793281653745,0.0,0.00516795865633075
