Filename,Prompt,Language,Score_Level,essay_len,num_sentence,noun_count,verb_count,adj_count,modal_count,noun_per_sentence,verb_per_sentence,adj_per_sentence,modal_per_sentence,the_count,aan_count,one_count,this_count,that_count,these_count,those_count,other_det_count,the_freq,aan_freq,one_freq,this_freq,that_freq,these_freq,those_freq,other_det_freq
495254.txt,P1,SPA,low,321,5,69,66,16,13,13.8,13.2,3.2,2.6,15,11,5,0,3,0,1,12,0.046728972,0.034267913,0.015576324,0,0.009345794,0,0.003115265,0.037383178
498179.txt,P2,SPA,medium,301,14,65,59,34,9,4.642857143,4.214285714,2.428571429,0.642857143,4,11,0,5,1,1,0,2,0.013289037,0.03654485,0,0.016611296,0.003322259,0.003322259,0,0.006644518
500691.txt,P1,SPA,medium,302,15,69,53,28,9,4.6,3.533333333,1.866666667,0.6,6,10,5,0,1,0,0,2,0.01986755,0.033112583,0.016556291,0,0.003311258,0,0,0.006622517
503222.txt,P6,SPA,high,369,18,79,74,22,10,4.388888889,4.111111111,1.222222222,0.555555556,23,15,2,4,0,0,0,5,0.062330623,0.040650407,0.005420054,0.010840108,0,0,0,0.013550136
504656.txt,P7,SPA,medium,225,10,64,35,16,3,6.4,3.5,1.6,0.3,22,1,1,2,1,0,0,0,0.097777778,0.004444444,0.004444444,0.008888889,0.004444444,0,0,0
508129.txt,P4,SPA,low,158,7,35,30,10,3,5,4.285714286,1.428571429,0.428571429,15,8,0,0,1,0,0,2,0.094936709,0.050632911,0,0,0.006329114,0,0,0.012658228
509013.txt,P8,SPA,high,289,18,61,64,29,3,3.388888889,3.555555556,1.611111111,0.166666667,15,13,1,1,1,0,4,1,0.051903114,0.044982699,0.003460208,0.003460208,0.003460208,0,0.01384083,0.003460208
514176.txt,P8,SPA,low,143,5,35,28,6,0,7,5.6,1.2,0,4,10,0,1,1,0,0,1,0.027972028,0.06993007,0,0.006993007,0.006993007,0,0,0.006993007
515308.txt,P4,SPA,medium,280,13,57,59,22,6,4.384615385,4.538461538,1.692307692,0.461538462,14,4,2,1,1,0,0,3,0.05,0.014285714,0.007142857,0.003571429,0.003571429,0,0,0.010714286
517530.txt,P7,SPA,high,377,9,77,62,30,8,8.555555556,6.888888889,3.333333333,0.888888889,21,6,0,8,3,0,0,7,0.055702918,0.015915119,0,0.021220159,0.00795756,0,0,0.018567639
518538.txt,P8,SPA,low,243,17,59,53,22,1,3.470588235,3.117647059,1.294117647,0.058823529,9,1,0,4,0,0,0,2,0.037037037,0.004115226,0,0.016460905,0,0,0,0.008230453
519398.txt,P1,SPA,medium,331,18,74,51,33,11,4.111111111,2.833333333,1.833333333,0.611111111,6,19,1,0,1,1,0,4,0.018126888,0.057401813,0.003021148,0,0.003021148,0.003021148,0,0.012084592
524017.txt,P7,SPA,high,281,12,67,49,28,14,5.583333333,4.083333333,2.333333333,1.166666667,20,5,1,5,2,1,1,3,0.071174377,0.017793594,0.003558719,0.017793594,0.007117438,0.003558719,0.003558719,0.010676157
525748.txt,P2,SPA,high,388,20,94,77,27,5,4.7,3.85,1.35,0.25,11,7,4,0,0,0,0,6,0.028350515,0.018041237,0.010309278,0,0,0,0,0.015463918
526195.txt,P6,SPA,high,365,19,68,78,28,4,3.578947368,4.105263158,1.473684211,0.210526316,12,17,1,3,1,0,0,2,0.032876712,0.046575342,0.002739726,0.008219178,0.002739726,0,0,0.005479452
528240.txt,P7,SPA,medium,282,14,76,45,19,5,5.428571429,3.214285714,1.357142857,0.357142857,25,6,1,3,1,3,0,2,0.088652482,0.021276596,0.003546099,0.010638298,0.003546099,0.010638298,0,0.007092199
530165.txt,P4,SPA,high,429,8,91,84,32,8,11.375,10.5,4,1,32,19,2,6,2,2,0,5,0.074592075,0.044289044,0.004662005,0.013986014,0.004662005,0.004662005,0,0.011655012
530482.txt,P5,SPA,high,337,14,107,55,37,8,7.642857143,3.928571429,2.642857143,0.571428571,24,5,0,0,1,0,0,1,0.071216617,0.014836795,0,0,0.002967359,0,0,0.002967359
531242.txt,P7,SPA,high,342,19,92,69,28,10,4.842105263,3.631578947,1.473684211,0.526315789,17,13,1,2,0,0,0,1,0.049707602,0.038011696,0.002923977,0.005847953,0,0,0,0.002923977
532998.txt,P6,SPA,medium,318,12,67,71,24,8,5.583333333,5.916666667,2,0.666666667,14,16,0,1,3,0,0,1,0.044025157,0.050314465,0,0.003144654,0.009433962,0,0,0.003144654
535548.txt,P4,SPA,high,458,15,104,82,44,4,6.933333333,5.466666667,2.933333333,0.266666667,33,19,1,1,3,0,0,0,0.072052402,0.041484716,0.002183406,0.002183406,0.006550218,0,0,0
537067.txt,P5,SPA,medium,312,15,71,57,37,10,4.733333333,3.8,2.466666667,0.666666667,14,6,0,4,1,0,0,1,0.044871795,0.019230769,0,0.012820513,0.003205128,0,0,0.003205128
538257.txt,P5,SPA,medium,274,15,75,43,19,8,5,2.866666667,1.266666667,0.533333333,19,5,0,2,0,1,0,4,0.069343066,0.018248175,0,0.00729927,0,0.003649635,0,0.01459854
542118.txt,P6,SPA,medium,311,17,56,73,20,7,3.294117647,4.294117647,1.176470588,0.411764706,13,7,0,5,0,0,0,3,0.041800643,0.022508039,0,0.01607717,0,0,0,0.009646302
542477.txt,P1,SPA,high,256,14,59,51,20,11,4.214285714,3.642857143,1.428571429,0.785714286,8,6,2,2,1,0,0,8,0.03125,0.0234375,0.0078125,0.0078125,0.00390625,0,0,0.03125
544484.txt,P5,SPA,medium,300,14,74,53,32,6,5.285714286,3.785714286,2.285714286,0.428571429,20,7,2,9,2,0,0,2,0.066666667,0.023333333,0.006666667,0.03,0.006666667,0,0,0.006666667
544573.txt,P6,SPA,high,629,28,115,130,37,20,4.107142857,4.642857143,1.321428571,0.714285714,26,28,1,1,1,0,1,7,0.041335453,0.044515103,0.001589825,0.001589825,0.001589825,0,0.001589825,0.011128776
553870.txt,P8,SPA,medium,306,18,51,68,23,5,2.833333333,3.777777778,1.277777778,0.277777778,13,2,0,9,0,0,0,1,0.04248366,0.006535948,0,0.029411765,0,0,0,0.003267974
553996.txt,P1,SPA,medium,330,11,78,50,26,10,7.090909091,4.545454545,2.363636364,0.909090909,15,17,1,0,2,0,1,1,0.045454545,0.051515152,0.003030303,0,0.006060606,0,0.003030303,0.003030303
558130.txt,P4,SPA,medium,251,9,53,49,16,6,5.888888889,5.444444444,1.777777778,0.666666667,20,7,2,3,0,0,0,0,0.079681275,0.027888446,0.007968127,0.011952191,0,0,0,0
558426.txt,P5,SPA,medium,309,16,67,44,34,11,4.1875,2.75,2.125,0.6875,22,13,3,2,0,2,0,6,0.071197411,0.042071197,0.009708738,0.006472492,0,0.006472492,0,0.019417476
560660.txt,P2,SPA,medium,189,10,50,31,14,7,5,3.1,1.4,0.7,5,10,0,1,1,1,0,2,0.026455026,0.052910053,0,0.005291005,0.005291005,0.005291005,0,0.010582011
561169.txt,P5,SPA,medium,323,10,76,52,31,13,7.6,5.2,3.1,1.3,22,7,0,2,0,0,0,2,0.068111455,0.021671827,0,0.00619195,0,0,0,0.00619195
563460.txt,P5,SPA,medium,228,17,50,44,13,11,2.941176471,2.588235294,0.764705882,0.647058824,17,5,0,3,0,0,0,3,0.074561404,0.021929825,0,0.013157895,0,0,0,0.013157895
567340.txt,P8,SPA,high,357,17,62,71,32,22,3.647058824,4.176470588,1.882352941,1.294117647,11,11,3,1,2,1,0,5,0.030812325,0.030812325,0.008403361,0.00280112,0.005602241,0.00280112,0,0.014005602
570749.txt,P7,SPA,high,296,18,68,66,22,7,3.777777778,3.666666667,1.222222222,0.388888889,6,9,0,1,1,0,0,2,0.02027027,0.030405405,0,0.003378378,0.003378378,0,0,0.006756757
572467.txt,P2,SPA,high,299,14,70,55,41,6,5,3.928571429,2.928571429,0.428571429,14,6,3,2,0,0,1,2,0.046822742,0.02006689,0.010033445,0.006688963,0,0,0.003344482,0.006688963
574079.txt,P2,SPA,medium,353,13,85,61,33,7,6.538461538,4.692307692,2.538461538,0.538461538,7,13,0,3,0,1,0,10,0.019830028,0.036827195,0,0.008498584,0,0.002832861,0,0.028328612
574427.txt,P7,SPA,high,410,21,87,82,33,13,4.142857143,3.904761905,1.571428571,0.619047619,15,10,0,1,6,0,1,1,0.036585366,0.024390244,0,0.002439024,0.014634146,0,0.002439024,0.002439024
579233.txt,P4,SPA,medium,316,15,72,69,21,5,4.8,4.6,1.4,0.333333333,29,8,0,2,1,0,0,2,0.091772152,0.025316456,0,0.006329114,0.003164557,0,0,0.006329114
581396.txt,P5,SPA,medium,329,16,92,52,35,10,5.75,3.25,2.1875,0.625,26,5,2,1,0,2,0,5,0.079027356,0.015197568,0.006079027,0.003039514,0,0.006079027,0,0.015197568
583877.txt,P1,SPA,high,297,18,82,52,30,0,4.555555556,2.888888889,1.666666667,0,13,4,1,3,0,0,0,2,0.043771044,0.013468013,0.003367003,0.01010101,0,0,0,0.006734007
585003.txt,P8,SPA,high,374,16,82,89,17,4,5.125,5.5625,1.0625,0.25,17,8,2,9,2,2,0,3,0.045454545,0.021390374,0.005347594,0.024064171,0.005347594,0.005347594,0,0.00802139
585555.txt,P8,SPA,high,394,9,87,90,29,8,9.666666667,10,3.222222222,0.888888889,21,7,0,2,0,2,0,5,0.053299492,0.017766497,0,0.005076142,0,0.005076142,0,0.012690355
586047.txt,P2,SPA,high,464,13,95,84,54,6,7.307692308,6.461538462,4.153846154,0.461538462,13,14,4,5,0,1,1,10,0.028017241,0.030172414,0.00862069,0.010775862,0,0.002155172,0.002155172,0.021551724
593140.txt,P4,SPA,medium,318,11,66,63,31,4,6,5.727272727,2.818181818,0.363636364,30,5,1,8,1,0,0,1,0.094339623,0.01572327,0.003144654,0.025157233,0.003144654,0,0,0.003144654
595494.txt,P4,SPA,medium,298,10,75,56,21,10,7.5,5.6,2.1,1,25,8,0,9,0,0,0,1,0.083892617,0.026845638,0,0.030201342,0,0,0,0.003355705
599038.txt,P5,SPA,high,382,17,84,65,37,13,4.941176471,3.823529412,2.176470588,0.764705882,18,16,0,1,3,0,0,1,0.047120419,0.041884817,0,0.002617801,0.007853403,0,0,0.002617801
603456.txt,P7,SPA,high,331,8,83,62,27,9,10.375,7.75,3.375,1.125,20,7,1,1,0,0,1,5,0.060422961,0.021148036,0.003021148,0.003021148,0,0,0.003021148,0.01510574
603462.txt,P8,SPA,high,345,23,93,70,39,0,4.043478261,3.043478261,1.695652174,0,14,16,2,1,2,0,1,1,0.04057971,0.046376812,0.005797101,0.002898551,0.005797101,0,0.002898551,0.002898551
604607.txt,P7,SPA,medium,279,13,63,54,24,5,4.846153846,4.153846154,1.846153846,0.384615385,21,8,0,3,0,0,0,0,0.075268817,0.028673835,0,0.010752688,0,0,0,0
605379.txt,P8,SPA,high,362,10,83,47,48,7,8.3,4.7,4.8,0.7,19,10,2,5,0,0,0,1,0.052486188,0.027624309,0.005524862,0.013812155,0,0,0,0.002762431
609380.txt,P1,SPA,low,229,15,55,34,24,14,3.666666667,2.266666667,1.6,0.933333333,1,17,2,0,3,0,1,2,0.004366812,0.074235808,0.008733624,0,0.013100437,0,0.004366812,0.008733624
614988.txt,P3,SPA,high,361,17,85,62,51,4,5,3.647058824,3,0.235294118,18,9,2,5,2,1,0,2,0.049861496,0.024930748,0.005540166,0.013850416,0.005540166,0.002770083,0,0.005540166
617922.txt,P1,SPA,high,349,12,87,56,40,8,7.25,4.666666667,3.333333333,0.666666667,19,20,4,0,1,2,0,1,0.054441261,0.05730659,0.011461318,0,0.00286533,0.005730659,0,0.00286533
621533.txt,P6,SPA,medium,363,9,100,59,34,4,11.11111111,6.555555556,3.777777778,0.444444444,15,17,0,1,6,0,1,3,0.041322314,0.046831956,0,0.002754821,0.016528926,0,0.002754821,0.008264463
621566.txt,P4,SPA,medium,366,17,67,71,27,3,3.941176471,4.176470588,1.588235294,0.176470588,19,9,3,1,1,0,0,3,0.051912568,0.024590164,0.008196721,0.00273224,0.00273224,0,0,0.008196721
622727.txt,P7,SPA,high,282,12,65,60,22,12,5.416666667,5,1.833333333,1,20,5,1,3,2,0,0,1,0.070921986,0.017730496,0.003546099,0.010638298,0.007092199,0,0,0.003546099
626354.txt,P8,SPA,high,530,22,119,93,31,27,5.409090909,4.227272727,1.409090909,1.227272727,26,21,0,0,3,1,0,8,0.049056604,0.039622642,0,0,0.005660377,0.001886792,0,0.01509434
629293.txt,P6,SPA,medium,320,10,62,71,17,8,6.2,7.1,1.7,0.8,19,18,0,0,1,0,0,2,0.059375,0.05625,0,0,0.003125,0,0,0.00625
632535.txt,P6,SPA,high,421,19,84,91,37,12,4.421052632,4.789473684,1.947368421,0.631578947,30,21,9,4,0,0,0,2,0.071258907,0.049881235,0.021377672,0.009501188,0,0,0,0.004750594
634628.txt,P2,SPA,medium,243,12,56,44,31,4,4.666666667,3.666666667,2.583333333,0.333333333,16,4,3,1,1,0,0,9,0.065843621,0.016460905,0.012345679,0.004115226,0.004115226,0,0,0.037037037
637324.txt,P7,SPA,high,347,9,83,75,17,6,9.222222222,8.333333333,1.888888889,0.666666667,23,8,1,2,1,0,6,1,0.066282421,0.023054755,0.002881844,0.005763689,0.002881844,0,0.017291066,0.002881844
639257.txt,P4,SPA,medium,348,11,63,81,18,4,5.727272727,7.363636364,1.636363636,0.363636364,11,17,3,1,2,0,0,2,0.031609195,0.048850575,0.00862069,0.002873563,0.005747126,0,0,0.005747126
639795.txt,P6,SPA,high,281,12,53,53,31,5,4.416666667,4.416666667,2.583333333,0.416666667,12,11,0,1,1,1,0,3,0.042704626,0.039145907,0,0.003558719,0.003558719,0.003558719,0,0.010676157
645115.txt,P3,SPA,medium,246,8,55,53,27,3,6.875,6.625,3.375,0.375,10,5,1,4,2,0,0,2,0.040650407,0.020325203,0.004065041,0.016260163,0.008130081,0,0,0.008130081
650707.txt,P1,SPA,high,368,16,78,71,43,4,4.875,4.4375,2.6875,0.25,12,15,3,2,0,0,1,4,0.032608696,0.04076087,0.008152174,0.005434783,0,0,0.002717391,0.010869565
651824.txt,P6,SPA,medium,355,16,69,71,24,11,4.3125,4.4375,1.5,0.6875,4,18,1,4,0,0,0,5,0.011267606,0.050704225,0.002816901,0.011267606,0,0,0,0.014084507
652944.txt,P8,SPA,medium,322,3,74,61,41,11,24.66666667,20.33333333,13.66666667,3.666666667,10,5,1,1,0,1,0,0,0.031055901,0.01552795,0.00310559,0.00310559,0,0.00310559,0,0
653627.txt,P8,SPA,medium,351,32,87,91,31,6,2.71875,2.84375,0.96875,0.1875,15,10,2,1,1,0,2,3,0.042735043,0.028490028,0.005698006,0.002849003,0.002849003,0,0.005698006,0.008547009
657932.txt,P8,SPA,medium,327,19,60,67,27,14,3.157894737,3.526315789,1.421052632,0.736842105,12,13,1,2,1,1,0,3,0.036697248,0.039755352,0.003058104,0.006116208,0.003058104,0.003058104,0,0.009174312
658148.txt,P8,SPA,high,329,10,61,72,27,6,6.1,7.2,2.7,0.6,18,8,1,1,1,0,1,1,0.054711246,0.024316109,0.003039514,0.003039514,0.003039514,0,0.003039514,0.003039514
661395.txt,P6,SPA,high,326,11,70,60,24,16,6.363636364,5.454545455,2.181818182,1.454545455,22,11,0,2,0,0,0,1,0.067484663,0.033742331,0,0.006134969,0,0,0,0.003067485
662381.txt,P8,SPA,medium,258,17,55,51,27,4,3.235294118,3,1.588235294,0.235294118,11,6,0,1,2,4,4,0,0.042635659,0.023255814,0,0.003875969,0.007751938,0.015503876,0.015503876,0
662487.txt,P3,SPA,medium,285,12,48,58,29,7,4,4.833333333,2.416666667,0.583333333,10,6,0,5,0,0,0,3,0.035087719,0.021052632,0,0.01754386,0,0,0,0.010526316
665440.txt,P1,SPA,high,484,16,97,87,33,16,6.0625,5.4375,2.0625,1,19,16,9,2,1,0,2,5,0.039256198,0.033057851,0.018595041,0.004132231,0.002066116,0,0.004132231,0.010330579
665660.txt,P8,SPA,medium,348,11,93,59,32,4,8.454545455,5.363636364,2.909090909,0.363636364,27,10,5,5,0,1,0,3,0.077586207,0.028735632,0.014367816,0.014367816,0,0.002873563,0,0.00862069
669154.txt,P4,SPA,high,302,12,70,62,27,5,5.833333333,5.166666667,2.25,0.416666667,17,8,1,0,0,1,0,5,0.056291391,0.026490066,0.003311258,0,0,0.003311258,0,0.016556291
669651.txt,P8,SPA,high,369,12,67,72,42,5,5.583333333,6,3.5,0.416666667,18,7,2,1,1,0,0,3,0.048780488,0.01897019,0.005420054,0.002710027,0.002710027,0,0,0.008130081
673980.txt,P7,SPA,high,317,15,65,73,16,4,4.333333333,4.866666667,1.066666667,0.266666667,19,7,0,0,0,0,1,6,0.059936909,0.022082019,0,0,0,0,0.003154574,0.018927445
674845.txt,P7,SPA,medium,293,5,82,58,14,4,16.4,11.6,2.8,0.8,23,9,0,0,0,0,1,7,0.078498294,0.030716724,0,0,0,0,0.003412969,0.023890785
676055.txt,P1,SPA,medium,399,13,84,80,40,8,6.461538462,6.153846154,3.076923077,0.615384615,10,18,2,9,1,0,0,3,0.025062657,0.045112782,0.005012531,0.022556391,0.002506266,0,0,0.007518797
677604.txt,P3,SPA,high,329,16,83,63,28,4,5.1875,3.9375,1.75,0.25,10,7,1,0,1,1,0,1,0.030395137,0.021276596,0.003039514,0,0.003039514,0.003039514,0,0.003039514
677607.txt,P4,SPA,high,452,20,78,102,32,9,3.9,5.1,1.6,0.45,5,8,2,1,2,0,6,8,0.011061947,0.017699115,0.004424779,0.002212389,0.004424779,0,0.013274336,0.017699115
680439.txt,P2,SPA,medium,327,8,85,57,44,4,10.625,7.125,5.5,0.5,4,12,0,2,1,0,1,6,0.012232416,0.036697248,0,0.006116208,0.003058104,0,0.003058104,0.018348624
684638.txt,P5,SPA,high,333,11,79,51,31,17,7.181818182,4.636363636,2.818181818,1.545454545,19,4,1,3,0,1,0,6,0.057057057,0.012012012,0.003003003,0.009009009,0,0.003003003,0,0.018018018
685111.txt,P8,SPA,medium,265,9,54,61,17,3,6,6.777777778,1.888888889,0.333333333,18,4,1,2,0,0,0,2,0.067924528,0.01509434,0.003773585,0.00754717,0,0,0,0.00754717
686397.txt,P6,SPA,high,355,9,70,68,29,15,7.777777778,7.555555556,3.222222222,1.666666667,18,14,1,1,1,0,0,1,0.050704225,0.03943662,0.002816901,0.002816901,0.002816901,0,0,0.002816901
687278.txt,P5,SPA,medium,317,12,75,46,30,15,6.25,3.833333333,2.5,1.25,28,5,1,0,5,0,1,2,0.088328076,0.015772871,0.003154574,0,0.015772871,0,0.003154574,0.006309148
690833.txt,P7,SPA,high,306,13,90,54,18,6,6.923076923,4.153846154,1.384615385,0.461538462,13,17,0,1,0,0,0,7,0.04248366,0.055555556,0,0.003267974,0,0,0,0.022875817
691647.txt,P4,SPA,medium,204,9,55,39,14,0,6.111111111,4.333333333,1.555555556,0,10,5,0,1,1,0,0,1,0.049019608,0.024509804,0,0.004901961,0.004901961,0,0,0.004901961
693385.txt,P1,SPA,medium,256,10,48,54,29,4,4.8,5.4,2.9,0.4,3,12,4,0,0,1,0,5,0.01171875,0.046875,0.015625,0,0,0.00390625,0,0.01953125
695889.txt,P1,SPA,high,376,14,75,64,41,8,5.357142857,4.571428571,2.928571429,0.571428571,5,19,4,1,0,1,0,0,0.013297872,0.050531915,0.010638298,0.002659574,0,0.002659574,0,0
696389.txt,P4,SPA,medium,343,11,66,73,16,6,6,6.636363636,1.454545455,0.545454545,16,16,2,2,1,1,1,2,0.04664723,0.04664723,0.005830904,0.005830904,0.002915452,0.002915452,0.002915452,0.005830904
698584.txt,P5,SPA,medium,274,11,62,48,27,14,5.636363636,4.363636364,2.454545455,1.272727273,13,3,0,2,2,2,1,3,0.047445255,0.010948905,0,0.00729927,0.00729927,0.00729927,0.003649635,0.010948905
702312.txt,P8,SPA,low,265,9,55,58,27,3,6.111111111,6.444444444,3,0.333333333,8,5,1,0,0,2,1,3,0.030188679,0.018867925,0.003773585,0,0,0.00754717,0.003773585,0.011320755
703828.txt,P8,SPA,high,358,13,52,92,28,9,4,7.076923077,2.153846154,0.692307692,7,12,0,0,1,0,1,1,0.019553073,0.033519553,0,0,0.002793296,0,0.002793296,0.002793296
705075.txt,P1,SPA,low,110,9,25,21,14,1,2.777777778,2.333333333,1.555555556,0.111111111,5,1,1,0,0,0,0,2,0.045454545,0.009090909,0.009090909,0,0,0,0,0.018181818
705377.txt,P6,SPA,medium,324,14,85,49,24,8,6.071428571,3.5,1.714285714,0.571428571,16,20,0,1,4,0,0,10,0.049382716,0.061728395,0,0.00308642,0.012345679,0,0,0.030864198
706700.txt,P1,SPA,high,286,13,83,43,27,10,6.384615385,3.307692308,2.076923077,0.769230769,26,8,2,2,1,0,0,5,0.090909091,0.027972028,0.006993007,0.006993007,0.003496503,0,0,0.017482517
708889.txt,P8,SPA,high,346,12,93,56,38,9,7.75,4.666666667,3.166666667,0.75,12,14,0,1,1,3,1,4,0.034682081,0.040462428,0,0.002890173,0.002890173,0.00867052,0.002890173,0.011560694
709122.txt,P6,SPA,medium,341,7,82,71,23,6,11.71428571,10.14285714,3.285714286,0.857142857,14,19,0,2,0,0,0,0,0.041055718,0.055718475,0,0.005865103,0,0,0,0
709871.txt,P7,SPA,medium,320,11,73,61,33,6,6.636363636,5.545454545,3,0.545454545,21,12,1,1,0,0,0,2,0.065625,0.0375,0.003125,0.003125,0,0,0,0.00625
710089.txt,P2,SPA,high,476,23,93,97,56,8,4.043478261,4.217391304,2.434782609,0.347826087,14,9,3,1,0,0,2,6,0.029411765,0.018907563,0.006302521,0.00210084,0,0,0.004201681,0.012605042
710380.txt,P7,SPA,medium,271,17,65,43,17,5,3.823529412,2.529411765,1,0.294117647,33,5,0,4,3,0,0,2,0.121771218,0.018450185,0,0.014760148,0.011070111,0,0,0.007380074
714794.txt,P7,SPA,high,308,17,71,50,25,11,4.176470588,2.941176471,1.470588235,0.647058824,18,7,0,3,1,1,0,1,0.058441558,0.022727273,0,0.00974026,0.003246753,0.003246753,0,0.003246753
718344.txt,P5,SPA,medium,310,13,71,58,25,10,5.461538462,4.461538462,1.923076923,0.769230769,9,8,3,0,2,1,0,2,0.029032258,0.025806452,0.009677419,0,0.006451613,0.003225806,0,0.006451613
718670.txt,P5,SPA,medium,289,10,73,45,30,9,7.3,4.5,3,0.9,27,8,2,1,2,0,0,1,0.093425606,0.027681661,0.006920415,0.003460208,0.006920415,0,0,0.003460208
718995.txt,P2,SPA,medium,254,14,67,43,28,4,4.785714286,3.071428571,2,0.285714286,6,13,0,3,1,0,0,1,0.023622047,0.051181102,0,0.011811024,0.003937008,0,0,0.003937008
720818.txt,P7,SPA,medium,261,10,58,46,22,9,5.8,4.6,2.2,0.9,17,5,2,1,4,0,0,3,0.0651341,0.019157088,0.007662835,0.003831418,0.01532567,0,0,0.011494253
726773.txt,P1,SPA,medium,306,6,70,59,22,8,11.66666667,9.833333333,3.666666667,1.333333333,16,4,7,0,0,0,1,3,0.052287582,0.013071895,0.022875817,0,0,0,0.003267974,0.009803922
728083.txt,P6,SPA,medium,273,9,60,45,25,7,6.666666667,5,2.777777778,0.777777778,20,14,0,3,1,0,0,2,0.073260073,0.051282051,0,0.010989011,0.003663004,0,0,0.007326007
729804.txt,P8,SPA,high,292,12,73,52,24,10,6.083333333,4.333333333,2,0.833333333,13,6,3,1,2,0,2,2,0.044520548,0.020547945,0.010273973,0.003424658,0.006849315,0,0.006849315,0.006849315
734064.txt,P6,SPA,low,330,2,60,87,30,2,30,43.5,15,1,12,7,3,1,0,0,0,4,0.036363636,0.021212121,0.009090909,0.003030303,0,0,0,0.012121212
735943.txt,P7,SPA,low,215,10,78,29,15,1,7.8,2.9,1.5,0.1,30,2,0,1,0,0,0,1,0.139534884,0.009302326,0,0.004651163,0,0,0,0.004651163
737613.txt,P1,SPA,high,405,10,91,64,46,7,9.1,6.4,4.6,0.7,12,15,8,0,0,0,0,3,0.02962963,0.037037037,0.019753086,0,0,0,0,0.007407407
738258.txt,P6,SPA,medium,333,12,74,66,16,9,6.166666667,5.5,1.333333333,0.75,19,8,3,2,2,0,0,5,0.057057057,0.024024024,0.009009009,0.006006006,0.006006006,0,0,0.015015015
742590.txt,P1,SPA,high,412,15,99,74,37,17,6.6,4.933333333,2.466666667,1.133333333,10,19,1,2,0,0,0,3,0.024271845,0.046116505,0.002427184,0.004854369,0,0,0,0.007281553
743026.txt,P8,SPA,high,360,24,66,82,35,6,2.75,3.416666667,1.458333333,0.25,16,11,3,1,0,1,0,2,0.044444444,0.030555556,0.008333333,0.002777778,0,0.002777778,0,0.005555556
743031.txt,P5,SPA,medium,334,16,83,61,40,10,5.1875,3.8125,2.5,0.625,12,7,2,1,3,2,0,1,0.035928144,0.020958084,0.005988024,0.002994012,0.008982036,0.005988024,0,0.002994012
746195.txt,P1,SPA,high,303,16,65,47,34,7,4.0625,2.9375,2.125,0.4375,9,15,2,3,1,0,1,4,0.02970297,0.04950495,0.00660066,0.00990099,0.00330033,0,0.00330033,0.01320132
746216.txt,P1,SPA,high,304,10,77,37,41,9,7.7,3.7,4.1,0.9,18,19,1,2,1,0,0,1,0.059210526,0.0625,0.003289474,0.006578947,0.003289474,0,0,0.003289474
747383.txt,P8,SPA,low,250,9,58,46,17,9,6.444444444,5.111111111,1.888888889,1,17,5,3,2,1,0,0,5,0.068,0.02,0.012,0.008,0.004,0,0,0.02
747951.txt,P7,SPA,high,317,13,67,65,29,10,5.153846154,5,2.230769231,0.769230769,17,10,1,0,1,0,0,3,0.05362776,0.031545741,0.003154574,0,0.003154574,0,0,0.009463722
748794.txt,P8,SPA,medium,317,11,69,65,27,3,6.272727273,5.909090909,2.454545455,0.272727273,14,7,1,4,1,1,1,4,0.044164038,0.022082019,0.003154574,0.012618297,0.003154574,0.003154574,0.003154574,0.012618297
751065.txt,P1,SPA,medium,356,20,76,78,31,4,3.8,3.9,1.55,0.2,14,16,0,0,7,0,0,4,0.039325843,0.04494382,0,0,0.019662921,0,0,0.011235955
754265.txt,P8,SPA,high,305,16,78,59,28,4,4.875,3.6875,1.75,0.25,11,13,2,4,0,0,0,6,0.036065574,0.042622951,0.006557377,0.013114754,0,0,0,0.019672131
755753.txt,P7,SPA,high,366,22,82,73,27,8,3.727272727,3.318181818,1.227272727,0.363636364,19,21,1,0,0,0,1,2,0.051912568,0.057377049,0.00273224,0,0,0,0.00273224,0.005464481
757799.txt,P1,SPA,medium,235,9,54,36,33,2,6,4,3.666666667,0.222222222,16,11,4,3,0,0,0,3,0.068085106,0.046808511,0.017021277,0.012765957,0,0,0,0.012765957
758724.txt,P3,SPA,medium,335,18,71,68,33,7,3.944444444,3.777777778,1.833333333,0.388888889,9,15,2,2,0,0,1,3,0.026865672,0.044776119,0.005970149,0.005970149,0,0,0.002985075,0.008955224
761107.txt,P2,SPA,high,471,22,83,93,50,5,3.772727273,4.227272727,2.272727273,0.227272727,21,12,4,5,2,1,2,7,0.044585987,0.025477707,0.008492569,0.010615711,0.004246285,0.002123142,0.004246285,0.014861996
763028.txt,P3,SPA,high,306,10,59,63,18,5,5.9,6.3,1.8,0.5,9,9,0,3,1,0,1,5,0.029411765,0.029411765,0,0.009803922,0.003267974,0,0.003267974,0.016339869
763063.txt,P2,SPA,high,356,18,93,65,42,5,5.166666667,3.611111111,2.333333333,0.277777778,9,6,0,3,0,5,0,7,0.025280899,0.016853933,0,0.008426966,0,0.014044944,0,0.019662921
766684.txt,P1,SPA,high,395,16,91,71,42,10,5.6875,4.4375,2.625,0.625,13,11,5,2,2,0,0,4,0.032911392,0.027848101,0.012658228,0.005063291,0.005063291,0,0,0.010126582
766850.txt,P5,SPA,medium,366,16,88,60,27,10,5.5,3.75,1.6875,0.625,18,9,1,6,1,0,0,6,0.049180328,0.024590164,0.00273224,0.016393443,0.00273224,0,0,0.016393443
