Filename,Prompt,Language,Score_Level,essay_len,num_sentence,noun_count,verb_count,adj_count,modal_count,noun_per_sentence,verb_per_sentence,adj_per_sentence,modal_per_sentence,the_count,aan_count,one_count,this_count,that_count,these_count,those_count,other_det_count,PRP_count,the_freq,aan_freq,one_freq,this_freq,that_freq,these_freq,those_freq,other_det_freq,PRP_freq
487048.txt,P2,ZHO,medium,252,21,56,50,31,14,2.666666667,2.380952381,1.476190476,0.666666667,13,2,0,0,1,0,0,5,8,0.051587302,0.007936508,0,0,0.003968254,0,0,0.01984127,0.031746032
488264.txt,P1,ZHO,medium,289,15,66,44,36,7,4.4,2.933333333,2.4,0.466666667,12,6,3,1,0,0,0,2,2,0.041522491,0.020761246,0.010380623,0.003460208,0,0,0,0.006920415,0.006920415
490274.txt,P8,ZHO,medium,231,11,52,49,35,7,4.727272727,4.454545455,3.181818182,0.636363636,8,15,3,0,0,0,0,1,0,0.034632035,0.064935065,0.012987013,0,0,0,0,0.004329004,0
492740.txt,P1,ZHO,medium,299,17,68,49,41,11,4,2.882352941,2.411764706,0.647058824,16,3,4,0,1,1,0,3,2,0.053511706,0.010033445,0.013377926,0,0.003344482,0.003344482,0,0.010033445,0.006688963
494935.txt,P4,ZHO,high,319,18,77,55,38,5,4.277777778,3.055555556,2.111111111,0.277777778,26,7,0,2,0,1,0,3,4,0.081504702,0.021943574,0,0.006269592,0,0.003134796,0,0.009404389,0.012539185
495844.txt,P4,ZHO,medium,232,18,54,37,29,4,3,2.055555556,1.611111111,0.222222222,10,4,0,0,0,2,0,4,7,0.043103448,0.017241379,0,0,0,0.00862069,0,0.017241379,0.030172414
497916.txt,P7,ZHO,high,334,23,95,54,18,11,4.130434783,2.347826087,0.782608696,0.47826087,30,7,0,1,0,1,0,5,1,0.089820359,0.020958084,0,0.002994012,0,0.002994012,0,0.01497006,0.002994012
498954.txt,P3,ZHO,medium,264,10,57,60,26,5,5.7,6,2.6,0.5,7,1,0,0,1,0,0,5,10,0.026515152,0.003787879,0,0,0.003787879,0,0,0.018939394,0.037878788
501161.txt,P3,ZHO,high,426,27,92,84,34,12,3.407407407,3.111111111,1.259259259,0.444444444,34,3,0,2,5,0,0,7,8,0.079812207,0.007042254,0,0.004694836,0.011737089,0,0,0.016431925,0.018779343
502380.txt,P2,ZHO,medium,335,13,80,49,44,8,6.153846154,3.769230769,3.384615385,0.615384615,13,6,0,0,0,1,4,5,9,0.03880597,0.017910448,0,0,0,0.002985075,0.011940299,0.014925373,0.026865672
505064.txt,P6,ZHO,medium,275,20,61,49,25,11,3.05,2.45,1.25,0.55,17,13,2,0,0,0,0,1,3,0.061818182,0.047272727,0.007272727,0,0,0,0,0.003636364,0.010909091
508121.txt,P4,ZHO,medium,228,17,57,42,22,3,3.352941176,2.470588235,1.294117647,0.176470588,14,1,0,3,0,0,0,8,1,0.061403509,0.004385965,0,0.013157895,0,0,0,0.035087719,0.004385965
512079.txt,P2,ZHO,medium,356,28,90,59,44,9,3.214285714,2.107142857,1.571428571,0.321428571,29,3,1,2,1,3,1,5,10,0.081460674,0.008426966,0.002808989,0.005617978,0.002808989,0.008426966,0.002808989,0.014044944,0.028089888
515895.txt,P2,ZHO,high,390,22,94,81,52,11,4.272727273,3.681818182,2.363636364,0.5,14,3,3,1,0,1,0,6,4,0.035897436,0.007692308,0.007692308,0.002564103,0,0.002564103,0,0.015384615,0.01025641
516153.txt,P4,ZHO,medium,263,23,51,54,22,13,2.217391304,2.347826087,0.956521739,0.565217391,13,2,1,4,2,1,0,6,4,0.049429658,0.007604563,0.003802281,0.015209125,0.007604563,0.003802281,0,0.022813688,0.015209125
517446.txt,P6,ZHO,medium,278,11,57,48,22,11,5.181818182,4.363636364,2,1,18,16,0,0,0,0,1,2,1,0.064748201,0.057553957,0,0,0,0,0.003597122,0.007194245,0.003597122
520764.txt,P6,ZHO,medium,413,26,82,75,42,13,3.153846154,2.884615385,1.615384615,0.5,10,19,0,1,0,0,0,10,7,0.024213075,0.046004843,0,0.002421308,0,0,0,0.024213075,0.016949153
521806.txt,P5,ZHO,high,343,17,81,68,34,10,4.764705882,4,2,0.588235294,26,8,0,1,0,1,0,3,4,0.075801749,0.023323615,0,0.002915452,0,0.002915452,0,0.008746356,0.011661808
521981.txt,P6,ZHO,high,325,14,64,69,18,14,4.571428571,4.928571429,1.285714286,1,14,11,0,0,0,0,0,4,6,0.043076923,0.033846154,0,0,0,0,0,0.012307692,0.018461538
525771.txt,P5,ZHO,medium,333,28,76,66,21,10,2.714285714,2.357142857,0.75,0.357142857,16,5,0,0,2,1,0,3,2,0.048048048,0.015015015,0,0,0.006006006,0.003003003,0,0.009009009,0.006006006
527259.txt,P4,ZHO,medium,356,23,86,70,36,5,3.739130435,3.043478261,1.565217391,0.217391304,23,7,0,3,5,0,1,3,5,0.064606742,0.019662921,0,0.008426966,0.014044944,0,0.002808989,0.008426966,0.014044944
527911.txt,P8,ZHO,medium,298,15,63,61,25,7,4.2,4.066666667,1.666666667,0.466666667,8,8,1,0,0,0,0,6,2,0.026845638,0.026845638,0.003355705,0,0,0,0,0.020134228,0.006711409
527970.txt,P4,ZHO,medium,317,16,75,47,29,13,4.6875,2.9375,1.8125,0.8125,29,8,2,1,0,0,1,4,5,0.09148265,0.025236593,0.006309148,0.003154574,0,0,0.003154574,0.012618297,0.015772871
529930.txt,P3,ZHO,medium,251,17,64,43,29,8,3.764705882,2.529411765,1.705882353,0.470588235,12,1,2,0,0,0,1,7,7,0.047808765,0.003984064,0.007968127,0,0,0,0.003984064,0.027888446,0.027888446
530123.txt,P5,ZHO,low,307,16,66,53,28,8,4.125,3.3125,1.75,0.5,28,2,5,1,1,0,0,12,1,0.091205212,0.006514658,0.016286645,0.003257329,0.003257329,0,0,0.039087948,0.003257329
531960.txt,P7,ZHO,medium,327,24,63,68,20,10,2.625,2.833333333,0.833333333,0.416666667,32,2,3,2,4,0,0,5,1,0.097859327,0.006116208,0.009174312,0.006116208,0.012232416,0,0,0.01529052,0.003058104
533016.txt,P3,ZHO,low,167,11,52,34,12,5,4.727272727,3.090909091,1.090909091,0.454545455,5,2,0,0,1,0,0,1,4,0.02994012,0.011976048,0,0,0.005988024,0,0,0.005988024,0.023952096
537366.txt,P6,ZHO,medium,277,16,80,45,28,6,5,2.8125,1.75,0.375,9,13,1,3,0,0,0,4,2,0.032490975,0.046931408,0.003610108,0.010830325,0,0,0,0.014440433,0.007220217
537398.txt,P1,ZHO,medium,262,6,63,39,23,11,10.5,6.5,3.833333333,1.833333333,7,5,6,1,0,0,0,1,5,0.026717557,0.019083969,0.022900763,0.003816794,0,0,0,0.003816794,0.019083969
544370.txt,P4,ZHO,medium,221,15,54,38,14,7,3.6,2.533333333,0.933333333,0.466666667,22,1,0,0,2,0,0,2,4,0.099547511,0.004524887,0,0,0.009049774,0,0,0.009049774,0.018099548
546010.txt,P5,ZHO,medium,320,14,83,56,22,9,5.928571429,4,1.571428571,0.642857143,21,5,1,1,0,1,0,6,4,0.065625,0.015625,0.003125,0.003125,0,0.003125,0,0.01875,0.0125
546569.txt,P3,ZHO,high,521,26,150,80,56,6,5.769230769,3.076923077,2.153846154,0.230769231,36,8,2,3,1,3,1,6,9,0.069097889,0.015355086,0.003838772,0.005758157,0.001919386,0.005758157,0.001919386,0.011516315,0.017274472
547114.txt,P4,ZHO,low,308,12,65,61,24,6,5.416666667,5.083333333,2,0.5,14,8,0,4,4,0,0,4,7,0.045454545,0.025974026,0,0.012987013,0.012987013,0,0,0.012987013,0.022727273
549045.txt,P3,ZHO,medium,195,16,45,34,21,8,2.8125,2.125,1.3125,0.5,16,3,0,1,0,0,0,6,7,0.082051282,0.015384615,0,0.005128205,0,0,0,0.030769231,0.035897436
549461.txt,P5,ZHO,high,354,24,95,59,42,12,3.958333333,2.458333333,1.75,0.5,14,6,1,2,0,5,0,2,1,0.039548023,0.016949153,0.002824859,0.005649718,0,0.014124294,0,0.005649718,0.002824859
549480.txt,P7,ZHO,medium,263,15,70,51,16,6,4.666666667,3.4,1.066666667,0.4,8,6,1,3,0,2,0,4,8,0.030418251,0.022813688,0.003802281,0.011406844,0,0.007604563,0,0.015209125,0.030418251
554687.txt,P7,ZHO,high,339,20,85,65,21,7,4.25,3.25,1.05,0.35,25,9,1,0,0,0,0,2,2,0.073746313,0.026548673,0.002949853,0,0,0,0,0.005899705,0.005899705
554740.txt,P7,ZHO,medium,261,23,67,52,17,9,2.913043478,2.260869565,0.739130435,0.391304348,18,7,0,1,2,0,0,4,6,0.068965517,0.026819923,0,0.003831418,0.007662835,0,0,0.01532567,0.022988506
559741.txt,P3,ZHO,medium,418,24,84,90,38,11,3.5,3.75,1.583333333,0.458333333,15,3,0,1,1,0,2,5,23,0.035885167,0.007177033,0,0.002392344,0.002392344,0,0.004784689,0.011961722,0.055023923
562974.txt,P8,ZHO,medium,293,11,53,55,41,6,4.818181818,5,3.727272727,0.545454545,3,1,2,4,0,0,0,6,4,0.010238908,0.003412969,0.006825939,0.013651877,0,0,0,0.020477816,0.013651877
563838.txt,P5,ZHO,medium,393,18,97,62,35,8,5.388888889,3.444444444,1.944444444,0.444444444,49,8,2,0,0,2,0,6,3,0.124681934,0.020356234,0.005089059,0,0,0.005089059,0,0.015267176,0.007633588
571475.txt,P7,ZHO,medium,235,12,62,43,18,4,5.166666667,3.583333333,1.5,0.333333333,18,2,0,2,1,1,1,3,0,0.076595745,0.008510638,0,0.008510638,0.004255319,0.004255319,0.004255319,0.012765957,0
571580.txt,P8,ZHO,medium,237,11,53,50,28,3,4.818181818,4.545454545,2.545454545,0.272727273,9,3,3,2,1,1,0,2,7,0.037974684,0.012658228,0.012658228,0.008438819,0.004219409,0.004219409,0,0.008438819,0.029535865
574231.txt,P1,ZHO,medium,348,16,83,59,34,5,5.1875,3.6875,2.125,0.3125,10,22,1,6,0,0,3,4,7,0.028735632,0.063218391,0.002873563,0.017241379,0,0,0.00862069,0.011494253,0.020114943
575457.txt,P2,ZHO,medium,307,16,88,44,50,10,5.5,2.75,3.125,0.625,8,7,0,5,0,0,0,5,6,0.026058632,0.022801303,0,0.016286645,0,0,0,0.016286645,0.019543974
580944.txt,P8,ZHO,low,234,15,54,39,22,7,3.6,2.6,1.466666667,0.466666667,13,9,1,3,0,0,1,3,2,0.055555556,0.038461538,0.004273504,0.012820513,0,0,0.004273504,0.012820513,0.008547009
580962.txt,P8,ZHO,low,229,11,52,47,26,10,4.727272727,4.272727273,2.363636364,0.909090909,8,2,0,0,2,0,0,2,2,0.034934498,0.008733624,0,0,0.008733624,0,0,0.008733624,0.008733624
582067.txt,P3,ZHO,medium,336,13,76,67,26,9,5.846153846,5.153846154,2,0.692307692,11,9,0,4,0,0,1,4,8,0.032738095,0.026785714,0,0.011904762,0,0,0.00297619,0.011904762,0.023809524
583299.txt,P2,ZHO,high,338,22,79,67,44,8,3.590909091,3.045454545,2,0.363636364,24,5,0,0,3,0,0,4,4,0.071005917,0.014792899,0,0,0.00887574,0,0,0.01183432,0.01183432
584400.txt,P4,ZHO,high,316,22,69,64,32,6,3.136363636,2.909090909,1.454545455,0.272727273,11,6,3,0,2,0,3,2,6,0.034810127,0.018987342,0.009493671,0,0.006329114,0,0.009493671,0.006329114,0.018987342
586292.txt,P8,ZHO,medium,341,30,69,68,32,16,2.3,2.266666667,1.066666667,0.533333333,15,6,2,1,1,4,0,3,1,0.04398827,0.017595308,0.005865103,0.002932551,0.002932551,0.011730205,0,0.008797654,0.002932551
587034.txt,P1,ZHO,medium,300,14,70,43,45,12,5,3.071428571,3.214285714,0.857142857,16,10,1,1,1,0,0,4,4,0.053333333,0.033333333,0.003333333,0.003333333,0.003333333,0,0,0.013333333,0.013333333
588161.txt,P1,ZHO,high,413,22,109,64,44,16,4.954545455,2.909090909,2,0.727272727,19,26,3,4,0,0,0,5,2,0.046004843,0.062953995,0.007263923,0.00968523,0,0,0,0.012106538,0.004842615
589458.txt,P4,ZHO,low,156,6,43,32,12,2,7.166666667,5.333333333,2,0.333333333,16,3,0,0,0,1,0,2,0,0.102564103,0.019230769,0,0,0,0.006410256,0,0.012820513,0
591260.txt,P5,ZHO,medium,314,10,79,48,25,10,7.9,4.8,2.5,1,26,8,0,1,0,2,0,5,4,0.082802548,0.025477707,0,0.003184713,0,0.006369427,0,0.015923567,0.012738854
592465.txt,P1,ZHO,medium,234,14,65,29,34,4,4.642857143,2.071428571,2.428571429,0.285714286,8,5,1,1,1,3,2,5,0,0.034188034,0.021367521,0.004273504,0.004273504,0.004273504,0.012820513,0.008547009,0.021367521,0
594483.txt,P1,ZHO,medium,429,20,95,81,50,15,4.75,4.05,2.5,0.75,33,11,9,1,1,2,0,4,5,0.076923077,0.025641026,0.020979021,0.002331002,0.002331002,0.004662005,0,0.009324009,0.011655012
596040.txt,P3,ZHO,high,540,29,132,78,83,14,4.551724138,2.689655172,2.862068966,0.482758621,62,5,0,2,0,0,0,4,0,0.114814815,0.009259259,0,0.003703704,0,0,0,0.007407407,0
597582.txt,P2,ZHO,medium,322,24,83,60,38,4,3.458333333,2.5,1.583333333,0.166666667,16,5,2,0,1,0,1,2,6,0.049689441,0.01552795,0.00621118,0,0.00310559,0,0.00310559,0.00621118,0.01863354
598381.txt,P1,ZHO,low,208,15,52,36,28,3,3.466666667,2.4,1.866666667,0.2,5,4,4,0,0,0,1,2,3,0.024038462,0.019230769,0.019230769,0,0,0,0.004807692,0.009615385,0.014423077
598747.txt,P1,ZHO,low,295,17,67,56,38,7,3.941176471,3.294117647,2.235294118,0.411764706,11,8,3,1,1,0,0,4,7,0.037288136,0.027118644,0.010169492,0.003389831,0.003389831,0,0,0.013559322,0.023728814
600252.txt,P5,ZHO,medium,339,18,81,65,33,22,4.5,3.611111111,1.833333333,1.222222222,15,8,0,0,1,4,0,0,1,0.044247788,0.02359882,0,0,0.002949853,0.01179941,0,0,0.002949853
600840.txt,P3,ZHO,medium,428,25,90,99,30,6,3.6,3.96,1.2,0.24,16,4,1,1,1,0,0,2,17,0.037383178,0.009345794,0.002336449,0.002336449,0.002336449,0,0,0.004672897,0.039719626
603531.txt,P4,ZHO,high,292,19,80,55,27,10,4.210526316,2.894736842,1.421052632,0.526315789,8,5,0,1,0,2,0,2,9,0.02739726,0.017123288,0,0.003424658,0,0.006849315,0,0.006849315,0.030821918
604328.txt,P1,ZHO,high,467,19,107,78,57,9,5.631578947,4.105263158,3,0.473684211,20,26,7,0,2,0,0,4,3,0.042826552,0.055674518,0.014989293,0,0.004282655,0,0,0.00856531,0.006423983
605071.txt,P1,ZHO,medium,248,13,44,49,20,10,3.384615385,3.769230769,1.538461538,0.769230769,11,9,3,0,0,1,0,4,0,0.044354839,0.036290323,0.012096774,0,0,0.004032258,0,0.016129032,0
607506.txt,P4,ZHO,medium,281,20,64,58,25,8,3.2,2.9,1.25,0.4,21,5,2,5,0,0,0,5,3,0.074733096,0.017793594,0.007117438,0.017793594,0,0,0,0.017793594,0.010676157
607967.txt,P2,ZHO,medium,356,22,93,62,39,4,4.227272727,2.818181818,1.772727273,0.181818182,21,3,1,3,1,0,2,6,4,0.058988764,0.008426966,0.002808989,0.008426966,0.002808989,0,0.005617978,0.016853933,0.011235955
611010.txt,P8,ZHO,medium,412,14,85,93,29,6,6.071428571,6.642857143,2.071428571,0.428571429,21,6,0,3,0,0,0,6,4,0.050970874,0.014563107,0,0.007281553,0,0,0,0.014563107,0.009708738
611015.txt,P1,ZHO,medium,281,11,62,57,39,3,5.636363636,5.181818182,3.545454545,0.272727273,7,17,0,0,1,0,0,1,4,0.024911032,0.060498221,0,0,0.003558719,0,0,0.003558719,0.014234875
619171.txt,P5,ZHO,medium,366,15,97,57,32,14,6.466666667,3.8,2.133333333,0.933333333,24,7,3,3,0,0,0,3,6,0.06557377,0.019125683,0.008196721,0.008196721,0,0,0,0.008196721,0.016393443
620562.txt,P3,ZHO,medium,211,20,47,53,23,3,2.35,2.65,1.15,0.15,2,4,1,3,0,0,0,1,7,0.009478673,0.018957346,0.004739336,0.014218009,0,0,0,0.004739336,0.033175355
621280.txt,P7,ZHO,medium,316,15,85,58,18,4,5.666666667,3.866666667,1.2,0.266666667,31,8,0,3,0,1,0,3,1,0.098101266,0.025316456,0,0.009493671,0,0.003164557,0,0.009493671,0.003164557
621287.txt,P7,ZHO,medium,308,17,98,60,22,8,5.764705882,3.529411765,1.294117647,0.470588235,17,3,1,1,0,0,0,3,1,0.055194805,0.00974026,0.003246753,0.003246753,0,0,0,0.00974026,0.003246753
627860.txt,P7,ZHO,medium,344,33,90,69,29,7,2.727272727,2.090909091,0.878787879,0.212121212,19,6,0,1,1,0,0,2,1,0.055232558,0.01744186,0,0.002906977,0.002906977,0,0,0.005813953,0.002906977
628285.txt,P3,ZHO,medium,341,17,87,62,39,4,5.117647059,3.647058824,2.294117647,0.235294118,10,8,1,1,0,0,1,7,5,0.029325513,0.023460411,0.002932551,0.002932551,0,0,0.002932551,0.020527859,0.014662757
633101.txt,P1,ZHO,medium,281,14,66,51,25,2,4.714285714,3.642857143,1.785714286,0.142857143,20,16,6,0,0,0,0,5,0,0.071174377,0.056939502,0.021352313,0,0,0,0,0.017793594,0
637890.txt,P1,ZHO,medium,300,21,61,50,33,12,2.904761905,2.380952381,1.571428571,0.571428571,19,6,2,0,0,0,0,4,2,0.063333333,0.02,0.006666667,0,0,0,0,0.013333333,0.006666667
638441.txt,P2,ZHO,medium,322,22,77,60,55,6,3.5,2.727272727,2.5,0.272727273,13,6,0,0,2,0,0,3,3,0.040372671,0.01863354,0,0,0.00621118,0,0,0.00931677,0.00931677
640775.txt,P1,ZHO,medium,306,20,59,57,28,13,2.95,2.85,1.4,0.65,10,5,3,0,1,0,0,5,8,0.032679739,0.016339869,0.009803922,0,0.003267974,0,0,0.016339869,0.026143791
641045.txt,P6,ZHO,high,399,22,106,65,47,12,4.818181818,2.954545455,2.136363636,0.545454545,16,33,2,2,0,0,0,6,0,0.040100251,0.082706767,0.005012531,0.005012531,0,0,0,0.015037594,0
642008.txt,P7,ZHO,high,496,24,99,101,50,7,4.125,4.208333333,2.083333333,0.291666667,15,11,0,4,1,0,2,3,1,0.030241935,0.022177419,0,0.008064516,0.002016129,0,0.004032258,0.006048387,0.002016129
643139.txt,P7,ZHO,low,228,14,55,46,17,6,3.928571429,3.285714286,1.214285714,0.428571429,24,1,0,0,0,0,0,2,1,0.105263158,0.004385965,0,0,0,0,0,0.00877193,0.004385965
644115.txt,P2,ZHO,medium,330,28,76,56,36,11,2.714285714,2,1.285714286,0.392857143,19,2,0,0,2,0,0,12,2,0.057575758,0.006060606,0,0,0.006060606,0,0,0.036363636,0.006060606
647433.txt,P6,ZHO,high,384,20,84,72,32,14,4.2,3.6,1.6,0.7,11,21,1,0,0,3,0,5,7,0.028645833,0.0546875,0.002604167,0,0,0.0078125,0,0.013020833,0.018229167
647449.txt,P7,ZHO,medium,243,12,57,48,16,2,4.75,4,1.333333333,0.166666667,9,4,5,0,1,0,0,2,1,0.037037037,0.016460905,0.020576132,0,0.004115226,0,0,0.008230453,0.004115226
647520.txt,P2,ZHO,high,338,13,71,65,36,5,5.461538462,5,2.769230769,0.384615385,14,3,0,1,0,0,1,6,12,0.041420118,0.00887574,0,0.00295858,0,0,0.00295858,0.017751479,0.035502959
650437.txt,P7,ZHO,medium,262,16,59,60,19,3,3.6875,3.75,1.1875,0.1875,16,0,1,1,2,0,0,0,7,0.061068702,0,0.003816794,0.003816794,0.007633588,0,0,0,0.026717557
650486.txt,P3,ZHO,medium,315,21,63,71,29,6,3,3.380952381,1.380952381,0.285714286,3,3,0,1,1,1,0,5,14,0.00952381,0.00952381,0,0.003174603,0.003174603,0.003174603,0,0.015873016,0.044444444
650562.txt,P5,ZHO,high,338,18,99,54,28,9,5.5,3,1.555555556,0.5,24,11,2,0,0,1,0,5,1,0.071005917,0.032544379,0.00591716,0,0,0.00295858,0,0.014792899,0.00295858
653273.txt,P3,ZHO,medium,289,23,67,65,37,4,2.913043478,2.826086957,1.608695652,0.173913043,8,5,1,0,0,0,0,1,11,0.027681661,0.017301038,0.003460208,0,0,0,0,0.003460208,0.038062284
663999.txt,P2,ZHO,high,385,27,76,79,59,12,2.814814815,2.925925926,2.185185185,0.444444444,8,4,0,4,0,1,0,3,7,0.020779221,0.01038961,0,0.01038961,0,0.002597403,0,0.007792208,0.018181818
665664.txt,P5,ZHO,medium,308,19,74,63,25,13,3.894736842,3.315789474,1.315789474,0.684210526,13,1,1,0,0,0,0,0,3,0.042207792,0.003246753,0.003246753,0,0,0,0,0,0.00974026
668250.txt,P4,ZHO,high,331,17,93,47,35,7,5.470588235,2.764705882,2.058823529,0.411764706,32,1,0,0,0,0,0,4,10,0.096676737,0.003021148,0,0,0,0,0,0.012084592,0.03021148
668750.txt,P4,ZHO,low,301,20,59,60,22,13,2.95,3,1.1,0.65,29,3,0,0,5,0,0,2,1,0.096345515,0.009966777,0,0,0.016611296,0,0,0.006644518,0.003322259
670033.txt,P5,ZHO,medium,271,15,73,49,23,6,4.866666667,3.266666667,1.533333333,0.4,30,1,1,0,0,0,0,4,2,0.110701107,0.003690037,0.003690037,0,0,0,0,0.014760148,0.007380074
671215.txt,P1,ZHO,medium,290,15,64,45,31,12,4.266666667,3,2.066666667,0.8,14,4,6,1,0,0,0,6,3,0.048275862,0.013793103,0.020689655,0.003448276,0,0,0,0.020689655,0.010344828
676302.txt,P5,ZHO,medium,322,22,91,57,25,17,4.136363636,2.590909091,1.136363636,0.772727273,15,8,0,1,3,3,0,5,3,0.046583851,0.02484472,0,0.00310559,0.00931677,0.00931677,0,0.01552795,0.00931677
680446.txt,P6,ZHO,medium,343,17,82,60,20,10,4.823529412,3.529411765,1.176470588,0.588235294,22,14,2,2,1,1,0,0,8,0.064139942,0.040816327,0.005830904,0.005830904,0.002915452,0.002915452,0,0,0.023323615
687869.txt,P6,ZHO,medium,339,17,74,63,30,10,4.352941176,3.705882353,1.764705882,0.588235294,18,12,3,1,3,0,0,3,3,0.053097345,0.03539823,0.008849558,0.002949853,0.008849558,0,0,0.008849558,0.008849558
690756.txt,P7,ZHO,medium,287,14,61,56,14,5,4.357142857,4,1,0.357142857,20,2,1,1,3,0,0,5,4,0.069686411,0.006968641,0.003484321,0.003484321,0.010452962,0,0,0.017421603,0.013937282
693133.txt,P7,ZHO,low,374,17,90,72,20,6,5.294117647,4.235294118,1.176470588,0.352941176,22,7,6,2,2,1,0,2,4,0.058823529,0.018716578,0.016042781,0.005347594,0.005347594,0.002673797,0,0.005347594,0.010695187
697946.txt,P3,ZHO,medium,279,18,67,53,20,2,3.722222222,2.944444444,1.111111111,0.111111111,6,6,0,1,0,0,0,6,11,0.021505376,0.021505376,0,0.003584229,0,0,0,0.021505376,0.039426523
697953.txt,P4,ZHO,low,261,10,59,47,24,5,5.9,4.7,2.4,0.5,18,4,0,2,0,0,0,3,4,0.068965517,0.01532567,0,0.007662835,0,0,0,0.011494253,0.01532567
698938.txt,P5,ZHO,medium,383,22,105,60,32,15,4.772727273,2.727272727,1.454545455,0.681818182,25,7,0,3,0,2,0,7,2,0.065274151,0.018276762,0,0.007832898,0,0.005221932,0,0.018276762,0.005221932
701414.txt,P7,ZHO,high,369,21,97,63,17,11,4.619047619,3,0.80952381,0.523809524,33,3,0,1,0,6,0,7,3,0.089430894,0.008130081,0,0.002710027,0,0.016260163,0,0.01897019,0.008130081
703283.txt,P6,ZHO,medium,289,20,62,52,22,10,3.1,2.6,1.1,0.5,11,17,1,1,0,0,0,3,3,0.038062284,0.058823529,0.003460208,0.003460208,0,0,0,0.010380623,0.010380623
708302.txt,P1,ZHO,high,277,18,74,46,34,8,4.111111111,2.555555556,1.888888889,0.444444444,10,8,3,2,0,0,0,2,2,0.036101083,0.028880866,0.010830325,0.007220217,0,0,0,0.007220217,0.007220217
711230.txt,P6,ZHO,medium,311,17,65,57,30,13,3.823529412,3.352941176,1.764705882,0.764705882,12,17,1,1,1,0,0,7,2,0.038585209,0.054662379,0.003215434,0.003215434,0.003215434,0,0,0.022508039,0.006430868
711824.txt,P4,ZHO,high,283,14,59,56,17,9,4.214285714,4,1.214285714,0.642857143,17,7,0,0,1,1,0,7,4,0.060070671,0.024734982,0,0,0.003533569,0.003533569,0,0.024734982,0.014134276
712219.txt,P2,ZHO,high,350,25,87,69,44,2,3.48,2.76,1.76,0.08,22,5,0,0,0,0,0,2,12,0.062857143,0.014285714,0,0,0,0,0,0.005714286,0.034285714
712770.txt,P3,ZHO,medium,336,15,73,65,45,4,4.866666667,4.333333333,3,0.266666667,19,1,0,1,0,2,1,1,5,0.056547619,0.00297619,0,0.00297619,0,0.005952381,0.00297619,0.00297619,0.014880952
713667.txt,P4,ZHO,medium,351,19,75,70,35,10,3.947368421,3.684210526,1.842105263,0.526315789,25,4,1,2,1,1,2,12,1,0.071225071,0.011396011,0.002849003,0.005698006,0.002849003,0.002849003,0.005698006,0.034188034,0.002849003
714178.txt,P4,ZHO,medium,293,16,78,46,35,0,4.875,2.875,2.1875,0,23,3,1,0,0,1,0,5,5,0.078498294,0.010238908,0.003412969,0,0,0.003412969,0,0.017064846,0.017064846
714248.txt,P2,ZHO,high,306,15,72,49,31,6,4.8,3.266666667,2.066666667,0.4,17,7,2,2,0,3,0,7,3,0.055555556,0.022875817,0.006535948,0.006535948,0,0.009803922,0,0.022875817,0.009803922
715496.txt,P5,ZHO,medium,287,17,86,46,32,15,5.058823529,2.705882353,1.882352941,0.882352941,18,1,2,0,0,0,0,1,1,0.06271777,0.003484321,0.006968641,0,0,0,0,0.003484321,0.003484321
716350.txt,P3,ZHO,medium,318,31,79,63,42,11,2.548387097,2.032258065,1.35483871,0.35483871,17,3,2,1,2,0,0,3,8,0.053459119,0.009433962,0.006289308,0.003144654,0.006289308,0,0,0.009433962,0.025157233
717539.txt,P7,ZHO,medium,281,22,52,60,12,13,2.363636364,2.727272727,0.545454545,0.590909091,12,2,2,0,0,0,2,3,6,0.042704626,0.007117438,0.007117438,0,0,0,0.007117438,0.010676157,0.021352313
718508.txt,P2,ZHO,high,315,17,82,43,44,4,4.823529412,2.529411765,2.588235294,0.235294118,9,7,0,2,0,0,0,4,2,0.028571429,0.022222222,0,0.006349206,0,0,0,0.012698413,0.006349206
718843.txt,P1,ZHO,medium,284,12,75,43,37,3,6.25,3.583333333,3.083333333,0.25,13,4,14,1,0,0,0,2,1,0.045774648,0.014084507,0.049295775,0.003521127,0,0,0,0.007042254,0.003521127
720657.txt,P7,ZHO,medium,314,21,83,56,32,8,3.952380952,2.666666667,1.523809524,0.380952381,21,3,0,2,1,2,0,0,1,0.066878981,0.00955414,0,0.006369427,0.003184713,0.006369427,0,0,0.003184713
722039.txt,P2,ZHO,medium,324,18,80,57,48,5,4.444444444,3.166666667,2.666666667,0.277777778,15,7,0,1,2,0,0,3,3,0.046296296,0.021604938,0,0.00308642,0.00617284,0,0,0.009259259,0.009259259
724509.txt,P4,ZHO,high,335,18,87,63,33,5,4.833333333,3.5,1.833333333,0.277777778,9,4,0,3,0,1,0,9,1,0.026865672,0.011940299,0,0.008955224,0,0.002985075,0,0.026865672,0.002985075
724658.txt,P3,ZHO,medium,303,16,73,63,25,2,4.5625,3.9375,1.5625,0.125,17,4,0,1,3,1,1,1,11,0.056105611,0.01320132,0,0.00330033,0.00990099,0.00330033,0.00330033,0.00330033,0.03630363
727565.txt,P6,ZHO,medium,392,23,89,81,38,8,3.869565217,3.52173913,1.652173913,0.347826087,9,24,2,1,0,1,0,6,6,0.022959184,0.06122449,0.005102041,0.00255102,0,0.00255102,0,0.015306122,0.015306122
